Gene,Pt_mRCC_SC_90,Pt_mRCC_SC_1,Pt_mRCC_SC_23,Pt_mRCC_SC_93,Pt_mRCC_SC_39,Pt_mRCC_SC_84,Pt_mRCC_SC_75,Pt_mRCC_SC_79,Pt_mRCC_SC_12,Pt_mRCC_SC_24,Pt_mRCC_SC_36,Pt_mRCC_SC_85,Pt_mRCC_SC_33,Pt_mRCC_SC_81,Pt_mRCC_SC_87,Pt_mRCC_SC_59,Pt_mRCC_SC_56,Pt_mRCC_SC_64,Pt_mRCC_SC_17,Pt_mRCC_SC_43,Pt_mRCC_SC_92,Pt_mRCC_SC_30,Pt_mRCC_SC_57,Pt_mRCC_SC_53,Pt_mRCC_SC_61,Pt_mRCC_SC_11,Pt_mRCC_SC_21,Pt_mRCC_SC_71,Pt_mRCC_SC_5,Pt_mRCC_SC_3,Pt_mRCC_SC_86,Pt_mRCC_SC_69,Pt_mRCC_SC_58,Pt_mRCC_SC_88,Pt_mRCC_SC_10
ACSBG1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
ACSBG2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACSF2,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACSF3,0,0,1,3,0,0,0,0,0,26,0,0,3,2,13,1,0,0,0,19,1,0,32,0,0,1,0,0,0,0,0,3,23,0,1
ACSL1,1,59,16,12,31,25,36,12,27,253,43,30,1,33,68,0,40,117,76,275,68,727,0,22,99,366,0,132,0,73,70,10,170,67,6
ACSL3,34,116,82,26,11,355,37,0,106,49,128,28,1020,44,8,30,10,96,31,817,4,103,45,67,139,117,21,202,0,105,126,28,40,5,9
ACSL4,1065,77,18,438,77,116,116,494,287,51,74,238,885,100,101,63,99,229,145,252,57,1767,70,70,78,533,430,364,1,597,119,623,285,60,137
ACSL5,0,22,0,31,28,0,20,0,0,0,0,0,0,6,0,0,9,0,0,4,0,0,0,53,1,0,0,2,1,0,234,0,0,0,0
ACSL6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACSM1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACSM3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACSM5,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACSM6,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACSS1,0,1,0,15,0,0,9,0,0,0,2,12,0,9,2,0,27,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0
ACSS2,0,64,42,1,5,109,14,0,0,0,28,10,137,3,73,15,2,16,0,201,7,19,11,0,145,61,0,0,1,0,276,0,0,24,20
ACTA1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
ACTA2,5,9,0,1,0,0,0,69,1,1,4,9,85,0,0,0,13,5,0,7,0,3,6,0,6,4,0,0,0,12,0,0,0,0,0
ACTA2.AS1,0,0,0,0,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0
ACTB,4262,9832,8144,11128,2910,9758,6735,11014,11366,5145,8055,9339,41665,3970,9273,4278,8087,1331,10194,17944,1435,20592,6848,7164,9909,23971,16623,6217,42,14652,5920,11306,12133,9917,5002
ACTBL2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,82,1,0,0,0,15,0,9,64,0,0,0,0,0,61,0,0,0
ACTC1,44,19,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACTG1,2850,3389,4715,2767,1756,6834,1738,7148,5257,1760,3597,4546,13856,1624,3369,1020,3256,641,5795,8028,583,13008,3273,436,3078,8172,6964,2011,18,6789,2025,8258,4486,3363,823
ACTG1P17,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
ACTG1P20,1,7,159,5,46,6,41,11,6,112,24,12,14,2,4,1,34,0,1,16,1,136,3,0,3,6,2,3,0,3,57,4,3,30,48
ACTG1P4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,2,0,2,0,0,0,1,0
ACTG2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACTL10,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACTL6A,91,60,50,132,25,193,27,1,383,82,78,0,780,17,49,14,11,194,780,21,45,175,77,331,105,97,8,34,0,289,204,12,17,13,52
ACTL6B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACTN1,110,158,75,150,30,364,9,226,137,102,106,36,1088,38,155,54,191,34,195,245,46,227,207,87,141,200,225,25,0,130,125,156,69,69,113
ACTN1.AS1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACTN2,0,0,0,8,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACTN3,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACTN4,68,141,10,108,12,186,172,266,113,110,111,179,128,19,69,30,161,31,170,506,18,111,84,194,62,149,265,15,0,124,61,56,162,152,100
ACTR10,261,51,31,151,26,193,81,32,101,184,41,44,377,21,43,11,12,23,4,108,23,484,72,221,46,289,287,0,0,0,77,93,191,65,51
ACTR1A,2,75,30,21,4,722,48,13,24,28,13,63,147,16,21,1,129,3,114,92,9,0,6,47,114,20,1,470,1,1,27,36,15,52,82
ACTR1B,14,10,1,0,9,0,104,0,34,0,36,0,294,1,15,6,61,0,4,0,9,0,0,0,52,27,10,5,0,19,2,46,0,4,21
ACTR2,146,616,1363,687,82,3816,482,1728,856,588,522,898,1415,249,307,535,589,758,1496,2225,234,3969,1378,974,834,1458,1288,334,1,1366,728,715,774,465,155
ACTR3,267,1036,894,524,370,2189,571,1591,1647,1170,746,1262,2134,341,846,409,1054,2034,2072,4096,377,7255,949,1621,608,2992,1600,915,1,4938,601,2500,1288,851,454
ACTR3B,0,2,0,7,0,0,20,0,0,2,4,0,2,12,2,0,1,0,8,67,0,5,0,0,12,1,0,0,0,0,0,1,0,0,5
ACTR3BP5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACTR3C,2,10,0,0,0,0,0,0,0,8,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
ACTR5,128,0,8,11,7,3,15,34,40,9,4,1,0,4,0,20,0,159,0,51,1,5,0,0,95,2,7,1,0,0,0,0,0,0,0
ACTR6,8,1,0,23,25,53,85,0,20,0,1,1,0,21,124,3,2,3,0,62,6,1,222,0,18,10,0,0,0,37,0,19,9,51,133
ACTR8,4,40,8,0,0,83,0,0,6,1,0,0,90,2,20,0,2,0,0,3,43,0,0,11,3,21,0,0,0,122,381,0,0,0,3
ACTRT2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACVR1,23,17,16,0,3,78,10,1,7,155,50,1,203,42,5,84,4,62,0,465,1,56,47,0,53,137,0,0,1,0,2,0,467,2,1
ACVR1B,4,75,87,68,17,52,17,0,35,2,23,1,8,3,18,1,4,67,0,17,34,75,1,26,83,2,0,2,0,0,122,20,594,1,12
ACVR1C,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACVR2A,1,27,1,7,5,12,0,0,12,2,10,10,1,2,3,1,0,96,0,8,0,28,61,0,5,1,1,0,0,98,0,2,0,22,20
ACVR2B,2,12,1,14,2,0,100,0,1,0,1,3,526,14,5,0,1,46,1,82,5,9,0,20,0,95,2,0,0,9,0,0,0,5,0
ACVR2B.AS1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACVRL1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACY1,0,1,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACY3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACYP1,35,4,0,5,18,69,0,0,0,61,17,48,0,16,4,3,4,2,0,0,0,5,0,145,1,17,0,3,0,43,0,8,0,2,1
ACYP2,8,0,61,0,7,1,0,0,0,0,14,18,1,2,1,0,0,0,0,0,0,0,0,18,0,32,0,19,0,0,7,4,0,2,0
ADA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ADAD1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ADAD2,9,0,0,3,0,0,1,1,0,1,1,24,0,0,25,25,3,0,1,0,0,2,8,108,0,2,3,0,0,0,0,6,0,0,4
ADAL,13,31,1,6,33,1,0,12,106,6,10,0,0,16,2,162,16,119,0,0,7,0,0,0,10,5,0,10,0,83,24,14,10,0,15
ADAM10,117,459,271,432,228,856,289,411,510,555,768,201,3404,184,64,140,499,408,13,1727,55,771,426,188,380,866,23,991,2,1466,286,668,102,653,55
ADAM11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ADAM12,1047,267,120,219,29,508,10,14,90,12,76,246,621,48,162,28,178,229,154,174,18,407,41,1055,44,416,296,6,1,376,57,62,8,64,341
ADAM15,0,0,0,1,0,0,0,0,12,0,0,0,0,0,0,0,0,0,102,0,1,6,0,53,0,0,0,0,0,0,0,0,0,0,0
ADAM17,256,80,37,116,160,832,84,2,120,87,195,80,576,23,51,8,252,124,260,288,8,337,176,566,249,329,7,130,1,818,21,179,346,77,47
ADAM18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ADAM19,7,56,27,105,67,103,0,33,116,61,48,89,22,1,39,0,198,40,0,389,1,236,180,0,19,323,15,1,0,480,0,17,2,175,11
ADAM1A,0,0,1,2,0,0,0,0,1,17,0,0,0,0,2,0,0,2,0,0,0,0,4,0,0,0,0,0,1,30,290,0,84,0,0
ADAM2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ADAM20,0,0,0,0,0,0,0,0,14,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ADAM20P1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ADAM21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ADAM21P1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ADAM22,0,12,0,14,0,0,0,0,0,0,0,3,0,5,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ADAM23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ADAM28,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
ADAM30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ADAM32,0,0,0,0,0,12,0,0,0,0,19,0,0,0,26,0,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0
ADAM5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ADAM8,0,0,0,0,1,0,0,0,64,0,0,0,745,1,0,0,0,0,0,4,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0
ADAM9,90,69,462,45,61,296,690,130,86,72,153,72,2101,49,95,36,398,241,124,1416,17,131,175,78,178,255,4,23,0,1079,14,26,161,79,20
ADAMDEC1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
ADAMTS1,53,1621,930,177,137,1265,1166,804,76,407,1667,561,3082,252,1519,63,921,98,19,2375,384,952,365,1473,389,201,29,3335,0,27,975,3576,89,385,410
ADAMTS10,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ADAMTS12,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,19,0,0,0,1,0,0,0,0,3,0,0,0,0,0,6,0,0
ADAMTS13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ADAMTS14,0,0,0,0,0,0,0,0,85,0,0,0,14,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ADAMTS15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ADAMTS16,0,1,1,8,0,0,0,0,17,0,0,0,72,1,0,3,0,1,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,16,0
ADAMTS17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,0,0,0,0,0,0,0,0,0,0,0,0,0
ADAMTS18,0,0,0,0,7,0,0,0,0,0,1,0,0,1,0,13,28,0,0,0,3,0,15,0,0,0,0,0,0,0,0,0,0,136,0
ADAMTS19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ADAMTS2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ADAMTS20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ADAMTS3,0,0,18,46,0,0,29,207,75,9,6,0,0,14,0,18,2,4,79,0,0,158,4,15,0,44,0,6,0,1,36,3,6,212,31
ADAMTS4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1
ADAMTS5,135,1,0,0,0,0,0,0,0,255,32,211,0,0,25,18,0,0,30,0,0,4,0,344,43,83,0,77,3,1,0,0,0,0,161
ADAMTS6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,19,1,0,2,0,0,0,0,2,0,0,9,0,0,0,0,0,0,0
ADAMTS7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ADAMTS8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ADAMTS9,74,88,279,127,8,461,226,3,326,171,14,16,772,60,87,35,30,385,987,66,39,2,311,1649,171,30,18,1835,0,662,215,178,1501,826,210
ADAMTS9.AS1,0,0,0,0,0,0,13,46,0,59,6,0,0,21,0,8,0,0,0,0,7,59,30,0,0,0,0,0,0,0,0,13,0,21,9
ADAMTS9.AS2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ADAMTSL1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ADAMTSL2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ADAMTSL3,0,3,17,0,0,5,0,35,2,1,2,1,442,9,0,43,0,0,0,0,0,0,12,0,0,1,0,0,0,1,0,0,6,1,7
ADAMTSL4,2,3,0,1,0,0,9,0,0,3,0,0,18,10,20,0,0,0,5,0,0,0,0,0,0,0,0,30,0,0,3,0,0,0,0
ADAMTSL4.AS1,0,0,0,0,0,0,0,0,2,2,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,93,0,0,0,0,0,0,0
ADAMTSL5,475,0,0,0,0,0,0,0,12,0,3,29,3,5,1,0,0,0,0,0,0,31,338,0,71,0,2,0,0,0,6,5,8,2,2
ADAP1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ADAP2,0,0,13,1,2,4,33,0,0,0,15,4,0,11,0,17,0,0,0,0,39,6,0,0,0,0,0,0,0,0,0,0,0,0,0
ADAR,809,218,249,393,244,1236,317,59,116,924,254,737,2036,172,601,128,180,188,1006,1293,319,450,163,501,332,1147,414,341,2,2281,976,589,189,730,897
ADARB1,0,0,0,4,0,0,3,0,17,0,0,0,0,0,1,1,0,0,0,1,0,0,0,22,8,0,175,0,0,1,0,0,0,0,4
ADAT1,0,1,0,7,94,253,1,1,37,3,3,6,0,7,0,6,0,46,0,4,10,21,33,1,0,84,2,7,0,0,0,0,169,4,0
ADAT2,0,0,0,2,1,0,0,0,0,0,4,0,0,1,1,0,0,3,0,0,0,0,0,0,30,0,0,0,0,0,0,0,12,0,0
ADAT3,0,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ADCK1,0,0,0,0,0,1,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0
ADCK2,0,14,21,28,4,59,28,14,70,9,2,4,1,2,96,3,1,4,0,0,2,0,2,2,18,101,14,2,0,21,5,8,20,0,10
ADCK3,0,36,0,29,0,0,38,0,17,0,0,0,2,0,0,2,0,65,0,0,3,197,0,0,0,6,0,0,0,0,8,0,0,0,0
ADCK4,0,0,0,0,0,0,0,0,0,29,0,0,0,2,3,0,0,9,0,0,0,1,0,0,7,0,0,0,0,0,0,0,2,0,0
ADCK5,1,2,0,0,2,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,21,0,0
ADCY1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
ADCY10,3,0,0,5,36,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,259,0,0,17,0,0,0,0,0,0,0,1
ADCY10P1,0,12,50,0,13,0,2,0,1,0,0,71,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,0,0,0,0
ADCY3,0,4,15,1,2,0,1,1,8,7,11,0,28,1,4,0,0,3,0,40,1,5,2,0,42,12,0,0,0,31,0,53,0,8,1
ADCY4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ADCY5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
ADCY6,0,44,0,1,6,0,72,0,119,1,6,0,0,1,0,3,0,59,0,34,1,2,19,69,29,0,0,10,0,0,0,22,0,7,2
ADCY7,47,186,22,216,7,17,26,4,51,51,54,7,257,36,96,8,54,101,1878,62,65,5,130,144,83,89,48,38,1,179,37,50,33,36,20
ADCY8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ADCY9,24,34,61,16,9,55,12,0,4,3,5,19,11,7,28,3,0,23,290,3,36,30,16,97,2,2,1,0,0,2,2,6,3,14,5
ADCYAP1R1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ADD1,794,12,14,26,65,224,117,68,41,51,129,96,93,36,151,22,343,48,493,310,28,319,440,1655,88,4,15,35,0,861,1076,553,75,66,29
ADD3,0,0,13,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ADD3.AS1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ADGRA2,0,0,0,0,1,0,0,0,0,2,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ADGRA3,0,31,4,22,0,339,46,143,0,60,204,26,96,47,1,91,251,17,45,528,3,348,0,451,41,16,0,2,0,87,34,0,23,118,14
ADGRB2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
ADGRB3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ADGRE1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ADGRE2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ADGRE3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ADGRE4P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ADGRE5,67,84,14,19,1,72,53,23,12,133,55,10,183,22,86,7,118,6,4,16,8,36,10,379,12,2,3,40,0,10,22,6,24,86,15
ADGRF1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,11,0,0
ADGRF2,1,13,0,0,0,0,0,0,0,0,9,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ADGRF3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ADGRF4,1,39,0,5,0,0,0,0,1,0,0,1,0,12,0,2,58,7,75,0,21,0,0,0,6,0,0,0,0,1,0,18,38,0,0
ADGRF5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ADGRG1,1,171,63,58,61,4,12,1,156,13,13,194,532,23,158,10,28,71,4,5,67,4,19,519,12,100,27,53,0,243,26,58,37,11,7
ADGRG2,0,0,0,11,1,179,1,1,0,0,29,0,234,19,1,0,1,0,0,1,5,0,1,0,2,0,0,0,0,0,0,1015,0,1,1
ADGRG6,8,0,26,15,0,0,1,49,7,49,12,9,0,8,0,4,0,53,287,0,0,0,0,0,4,7,0,3,0,19,0,55,0,4,8
ADGRL1,12,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
ADGRL2,28,19,188,42,2,1194,69,223,0,0,13,262,216,33,86,59,84,61,31,253,28,16,5,7,102,391,1,23,0,176,1,23,37,345,11
ADGRL3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ADGRL4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ADGRV1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
ADH1A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0
ADH1C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ADH4,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
ADH5,498,15,156,69,87,225,67,768,357,122,67,149,5,52,94,44,125,158,1197,205,65,760,4,28,36,328,20,1,0,137,170,6,51,80,144
ADH6,144,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,0,0,10,0,8,0,0,0,0,0,0,0,0,3,0
ADHFE1,0,4,0,0,0,3,0,0,0,1,2,0,587,0,0,0,0,6,0,0,0,0,0,0,0,1,0,0,0,6,0,0,0,0,0
ADI1,0,3,0,0,1,0,18,1,0,11,5,30,2,42,47,6,96,0,3,0,0,1,78,0,5,0,1,111,0,0,24,0,367,23,0
ADIG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ADIPOR1,290,23,32,122,123,327,38,88,189,382,164,97,99,25,171,33,131,337,0,147,32,431,198,0,136,168,71,58,0,45,935,58,22,168,162
ADIPOR2,8,94,115,1,29,176,46,0,59,28,48,14,180,10,20,0,35,16,161,311,10,0,21,818,77,57,43,0,0,5,19,12,0,10,82
ADIRF,0,1,0,0,0,0,0,0,0,0,1,0,77,0,1,0,0,0,0,0,0,0,9,0,0,0,0,0,0,6,0,0,0,0,0
ADK,256,20,8,6,3,18,27,35,16,38,2,98,19,11,98,7,65,82,0,4,18,35,238,1,42,52,31,2,0,70,9,3,9,63,13
ADM,16,85,10,40,63,611,304,0,11,26,160,271,3,7,80,1,10,169,120,466,8,675,0,1588,100,0,86,1022,1,398,0,60,2,25,3
ADM2,2,5,2,5,0,3,0,0,43,0,0,5,13,9,8,0,0,0,0,0,3,0,0,0,3,1,0,0,0,114,0,9,0,0,23
ADM5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ADNP,259,992,493,668,161,2615,546,68,979,928,508,570,61,351,290,123,778,886,757,1866,291,3962,2756,2603,200,908,15,65,4,4683,87,577,737,1154,33
