Gene,PDX_mRCC_SC_1,PDX_mRCC_SC_79,PDX_mRCC_SC_4,PDX_mRCC_SC_87,PDX_mRCC_SC_34,PDX_mRCC_SC_89,PDX_mRCC_SC_69,PDX_mRCC_SC_20,PDX_mRCC_SC_61,PDX_mRCC_SC_5,PDX_mRCC_SC_68,PDX_mRCC_SC_56,PDX_mRCC_SC_3,PDX_mRCC_SC_44,PDX_mRCC_SC_92,PDX_mRCC_SC_63,PDX_mRCC_SC_12,PDX_mRCC_SC_52,PDX_mRCC_SC_70,PDX_mRCC_SC_88,PDX_mRCC_SC_77,PDX_mRCC_SC_90,PDX_mRCC_SC_60,PDX_mRCC_SC_81,PDX_mRCC_SC_95,PDX_mRCC_SC_93,PDX_mRCC_SC_41,PDX_mRCC_SC_80,PDX_mRCC_SC_6,PDX_mRCC_SC_64,PDX_mRCC_SC_15,PDX_mRCC_SC_14,PDX_mRCC_SC_8,PDX_mRCC_SC_94,PDX_mRCC_SC_21,PDX_mRCC_SC_86
ACPP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,28,0
ACPT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0
ACRBP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACRC,106,0,2,0,46,63,0,0,48,0,0,0,0,0,3,0,0,0,5,2,0,0,0,1,0,0,0,1,0,0,0,0,0,80,0,4
ACRV1,0,1,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,247,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACSBG1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
ACSBG2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0
ACSF2,0,3,26,0,0,0,0,0,0,1,0,40,11,1,0,0,0,0,0,0,0,55,11,0,0,0,0,0,0,0,2,0,0,0,0,0
ACSF3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0
ACSL1,215,0,692,152,193,117,114,9,48,2,347,1,1,29,0,2,66,178,207,5,35,1,0,9,8,26,370,414,0,0,110,5,0,82,0,41
ACSL3,264,40,9,68,1,25,197,33,196,279,110,31,36,71,56,16,24,14,46,3,382,0,0,96,8,405,362,647,91,8,5,171,64,6,245,10
ACSL4,255,99,27,513,59,199,207,447,57,333,172,47,12,82,17,133,26,11,322,283,354,2,2,111,106,90,202,65,691,9,214,244,2,724,48,157
ACSL5,0,0,0,4,0,33,554,0,0,8,12,23,0,20,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
ACSL6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ACSM1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACSM3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
ACSM5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACSM6,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACSS1,13,0,3,0,0,2,5,1,0,0,0,1,0,0,0,0,0,0,62,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
ACSS2,316,0,0,9,10,48,206,401,351,0,0,55,0,6,0,7,3,0,44,3,11,2,2,0,66,3,6,0,0,0,0,1,9,0,1,1
ACTA1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0
ACTA2,1,0,0,48,0,2,10,0,0,0,0,0,0,8,0,6,14,4,0,0,11,0,0,0,0,0,0,0,0,0,0,7,0,6,0,1
ACTA2.AS1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACTB,10219,4448,6490,7922,4271,5126,5761,8583,8285,3817,8499,6427,6988,3180,1732,6462,2797,3091,5962,5883,9883,7414,8228,4037,5353,3680,3301,4174,7078,4154,2354,8564,5685,5803,7291,6492
ACTBL2,220,0,0,0,0,131,57,0,0,0,0,942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACTC1,0,0,1,0,22,0,2,0,0,0,0,19,2,0,0,0,0,0,0,3,0,0,2,0,0,5,0,0,0,0,3,61,0,0,0,45
ACTG1,4498,1435,5216,2843,4033,1617,2391,2322,9398,4554,4680,2846,1917,1238,1258,2671,1104,1969,4006,4969,3489,4148,2570,1775,3072,1512,1909,3680,3250,1860,1287,3664,1275,3737,2586,3966
ACTG1P17,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACTG1P20,4,234,11,16,5,15,10,35,9,20,2,26,1,0,28,0,2,6,4,46,3,8,3,8,1,0,6,4,14,0,16,4,2,10,4,113
ACTG1P4,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
ACTG2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACTL10,0,0,0,0,0,0,0,4,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
ACTL6A,35,1,56,0,26,29,12,29,227,203,1,13,8,21,55,72,5,105,228,48,308,0,0,22,12,8,74,0,3,3,104,6,20,0,200,69
ACTL6B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACTN1,320,12,133,112,235,78,60,270,2,0,6,56,19,58,32,24,6,6,112,46,25,18,6,12,1,46,99,60,14,78,50,17,55,8,37,23
ACTN1.AS1,12,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACTN2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,6,0,0,0,5,11,0,0,0,0,0,0,0
ACTN3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACTN4,185,41,232,40,28,45,47,58,57,20,141,77,78,25,20,29,40,23,33,45,62,1,218,10,24,19,42,65,0,41,22,8,35,8,133,2
ACTR10,63,83,152,24,83,36,172,8,145,0,7,164,2,6,34,161,80,103,323,368,263,0,0,0,0,15,1,1,2,3,74,145,2,5,273,106
ACTR1A,10,0,24,0,83,4,62,1,45,7,0,12,15,1,0,61,11,64,0,0,56,0,28,42,2,4,0,8,34,18,21,0,2,0,4,2
ACTR1B,1,0,521,0,0,14,4,19,5,16,28,0,1,4,0,0,5,12,37,41,1,0,36,0,24,22,1,6,0,6,2,0,0,0,0,20
ACTR2,1113,1324,258,379,236,654,397,795,771,512,402,1226,66,273,137,1199,144,658,779,108,1140,3252,53,380,350,344,139,134,349,628,773,9,113,365,640,430
ACTR3,1985,736,461,710,699,733,452,1592,712,1080,996,19,235,310,675,677,129,690,1237,1372,518,319,752,461,101,551,223,807,1053,1002,892,601,571,343,127,784
ACTR3B,38,16,0,1,22,7,3,85,153,0,0,35,9,5,7,0,0,1,19,16,0,0,1,5,0,1,31,18,0,0,11,0,0,91,0,54
ACTR3BP5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACTR3C,0,0,3,49,0,0,0,5,14,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,3,0,7
ACTR5,0,0,0,0,0,12,0,0,1,107,3,142,0,4,0,0,0,13,0,0,89,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
ACTR6,0,4,2,5,34,9,85,3,0,10,0,0,1,6,2,0,40,78,15,0,0,0,2,0,0,16,63,0,0,2,0,4,2,2,0,4
ACTR8,0,0,735,0,0,3,0,363,105,0,0,1,0,3,1,1,0,5,16,0,181,1,82,157,22,0,21,0,76,0,0,0,0,0,0,98
ACTRT2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
ACVR1,16,143,13,0,0,76,4,1,518,0,0,2,0,0,0,0,0,1,88,0,66,0,0,7,0,0,1,3,8,0,1,30,0,9,1,0
ACVR1B,0,0,0,0,0,43,0,0,0,0,0,1,0,0,0,0,4,0,0,82,0,0,0,0,0,11,0,8,36,0,0,0,0,137,0,0
ACVR1C,0,0,0,0,0,0,34,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACVR2A,1,1,1,297,148,38,221,2,3,24,30,23,1,3,82,0,268,2,150,140,0,98,0,41,15,36,20,335,142,477,3,104,5,33,13,194
ACVR2B,0,0,0,0,492,27,0,2,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,6,18,1,1,0,0,0,0,0,0,8
ACVR2B.AS1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACVRL1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACY1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0
ACY3,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACYP1,0,35,68,1,0,14,0,28,0,12,0,0,0,0,0,0,0,12,2,0,0,0,0,0,11,10,0,61,1,0,8,3,0,3,6,0
ACYP2,0,0,1,0,2,2,1,5,1,0,0,0,0,1,0,0,9,18,17,19,0,0,0,0,0,0,0,0,0,14,6,19,7,1,0,19
ADA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ADAD1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ADAD2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ADAL,20,1,0,3,4,17,22,55,102,0,0,120,0,14,46,1,0,29,231,0,0,0,1,1,0,8,0,5,11,0,20,0,0,0,0,40
ADAM10,388,91,56,0,152,285,635,424,8,387,2,150,1,69,54,330,87,152,271,10,247,24,1,211,0,65,10,336,0,1,302,32,0,44,0,0
ADAM11,0,0,0,0,0,0,0,0,0,0,0,19,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ADAM12,1324,5,1,6,113,86,83,22,0,2,0,90,8,40,73,1,3,15,725,0,0,0,1,47,0,0,2,82,1,0,35,6,90,0,3,2
ADAM15,0,0,19,2,0,0,0,0,0,18,0,1,0,0,0,0,0,6,0,0,1,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0
ADAM17,454,133,457,156,212,228,434,646,154,131,35,186,236,88,101,91,88,290,399,207,25,46,57,29,32,65,41,57,80,259,172,39,305,235,12,92
ADAM18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ADAM19,0,12,0,0,2,1,87,29,0,6,0,0,3,3,3,103,12,4,101,1,0,2,0,4,1,0,0,1,0,33,1,5,1,15,3,0
ADAM1A,0,0,156,0,41,8,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ADAM2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0
ADAM20,0,0,0,0,0,0,0,0,144,0,0,1,0,0,6,2,0,0,13,0,0,0,2,0,0,8,0,0,26,2,0,0,0,279,0,0
ADAM20P1,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0
ADAM21,0,0,0,0,0,0,0,0,0,0,0,2,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,304,0,0
ADAM21P1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,0,0
ADAM22,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0
ADAM23,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ADAM28,0,0,0,0,0,0,0,0,0,0,122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ADAM30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ADAM32,0,0,4,0,0,2,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,15,51,0,0,0,0,1,0,0
ADAM5,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ADAM8,0,0,0,0,0,46,0,1,35,0,0,1,0,25,4,0,6,1,0,0,82,0,0,0,0,0,1,1,2,0,0,0,5,0,0,33
ADAM9,366,0,1,45,242,303,354,1,21,16,0,169,26,74,4,34,46,0,7,22,358,2,1,39,0,17,164,0,0,0,44,117,0,106,0,246
ADAMDEC1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
ADAMTS1,909,3433,371,200,21,717,2934,1393,243,1304,13,1282,31,198,619,63,912,12,6268,8,3027,2,645,466,382,397,691,2381,665,358,738,149,36,486,33,1207
ADAMTS10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ADAMTS12,0,109,8,0,0,3,8,0,0,0,1,0,0,0,78,0,0,0,4,0,25,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
ADAMTS13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ADAMTS14,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ADAMTS15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ADAMTS16,0,0,0,8,0,4,0,0,0,0,1,0,0,0,0,0,0,26,0,10,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ADAMTS17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,3,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,28,0
ADAMTS18,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ADAMTS19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
ADAMTS2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ADAMTS20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,104,0,1,0,0,0,0
ADAMTS3,0,0,6,0,0,86,1,0,62,6,0,1,20,1,242,0,19,46,4,0,0,0,0,4,0,9,83,0,42,2,1,59,42,1,0,184
ADAMTS4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ADAMTS5,0,0,0,1,101,0,0,0,0,0,0,0,0,14,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,27,0,0,0,0,0
ADAMTS6,0,0,0,7,428,8,0,0,0,0,0,0,0,7,0,0,0,0,79,14,0,8,0,0,0,0,1,0,0,0,0,0,0,0,0,0
ADAMTS7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ADAMTS8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ADAMTS9,35,156,121,64,10,173,212,401,0,343,81,5,96,71,21,1,137,220,304,24,995,0,28,322,0,53,2,12,3,2,0,0,8,112,1,227
ADAMTS9.AS1,0,0,0,0,0,14,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0
ADAMTS9.AS2,0,0,0,0,0,0,7,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ADAMTSL1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ADAMTSL2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ADAMTSL3,34,0,6,1,1,19,0,53,1,11,1,3,16,1,0,8,25,5,0,0,1,0,21,0,0,0,1,1,10,8,0,5,28,0,0,25
ADAMTSL4,0,0,230,302,0,13,26,0,1,140,0,8,247,3,2,0,2,0,6,42,0,0,21,29,1,0,86,0,0,0,0,19,0,0,0,1
ADAMTSL4.AS1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0
ADAMTSL5,0,0,0,0,126,3,7,0,25,0,0,148,0,0,0,0,49,0,1,0,0,0,0,0,8,0,0,0,2,0,0,0,0,0,0,0
ADAP1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
ADAP2,0,0,0,0,0,1,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ADAR,125,2,64,662,606,304,959,1617,498,242,60,250,260,179,767,415,85,427,1161,60,161,1299,509,10,5,150,240,368,227,4,469,277,286,299,17,312
ADARB1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ADAT1,5,0,0,1,17,7,92,17,236,0,0,122,0,1,61,0,1,66,10,0,0,0,1,1,26,18,10,0,0,2,4,0,0,0,0,9
ADAT2,0,0,160,0,0,8,0,0,0,0,0,0,0,9,11,0,0,167,0,1,0,0,0,0,0,13,0,0,1,0,0,0,0,0,0,0
ADAT3,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,0,0,0,0,0,1,0,0,0
ADCK1,177,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ADCK2,179,18,0,0,16,3,1,8,8,0,8,28,0,1,11,0,0,74,29,0,7,0,0,0,0,7,0,0,0,76,0,1,0,3,2,0
ADCK3,0,0,1,0,0,8,0,0,8,0,0,12,14,3,0,0,3,73,13,0,0,0,0,0,0,0,0,148,0,0,0,0,5,8,0,0
ADCK4,2,16,0,0,37,0,0,0,0,0,0,0,9,2,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,3,10,0,0,21,0,0
ADCK5,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ADCY1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0
ADCY10,0,0,0,0,0,28,0,10,0,0,0,0,0,2,40,0,0,0,0,0,0,0,0,0,0,0,94,0,0,1,0,0,0,47,0,0
ADCY10P1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ADCY3,6,0,0,0,2,6,2,1,0,0,0,3,44,3,0,42,0,2,11,45,0,1,0,0,0,1,12,0,0,0,17,0,0,0,0,0
ADCY4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ADCY5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ADCY6,3,0,15,0,0,0,0,4,0,0,0,0,1,4,0,0,0,7,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,1,0
ADCY7,26,17,291,2,22,47,24,18,0,103,17,12,1,1,3,4,657,0,367,0,5,0,0,15,0,45,4,761,0,30,0,6,0,0,57,2
ADCY8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ADCY9,1,0,0,0,0,0,5,1,0,0,0,5,2,0,3,0,3,7,0,0,0,0,0,0,4,13,143,0,3,0,0,0,2,0,0,0
ADCYAP1R1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ADD1,230,7,23,22,76,50,29,18,72,117,1,424,0,36,73,15,29,400,391,77,0,99,56,109,0,7,40,129,15,0,42,32,2,70,15,77
ADD3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ADD3.AS1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ADGRA2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,0,0,0,0,28,0,4
ADGRA3,89,1,0,0,0,45,0,0,6,60,0,17,0,12,0,47,2,17,32,0,0,0,25,2,0,29,5,82,4,5,60,0,1,209,0,98
ADGRB2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ADGRB3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
ADGRE1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ADGRE2,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ADGRE3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ADGRE4P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
ADGRE5,33,20,222,48,16,25,26,186,65,0,1,111,9,15,2,9,0,12,95,7,44,150,1,8,47,18,39,11,1,1,7,1,5,3,0,85
ADGRF1,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ADGRF2,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0
ADGRF3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0
ADGRF4,45,0,0,0,0,0,0,0,0,6,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
ADGRF5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ADGRG1,32,45,3,79,1,62,163,10,9,11,18,51,0,12,6,51,18,5,132,88,2,11,5,1,8,12,2,230,3,3,0,3,4,41,14,69
ADGRG2,2,0,0,13,62,50,1,0,6,1,34,0,0,0,0,0,0,2,1,47,26,23,0,0,23,33,4,0,24,1087,0,0,0,0,0,3
ADGRG6,31,4,0,2,0,50,0,0,0,0,62,0,0,17,47,0,0,4,129,7,1,2,0,10,0,1,0,5,0,7,22,1,0,0,0,3
ADGRL1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0
ADGRL2,15,9,1,2,5,110,148,140,9,13,5,5,4,11,14,8,35,75,199,1247,0,149,31,37,81,26,997,210,0,2,10,193,256,1,0,305
ADGRL3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
ADGRL4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ADGRV1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,29
ADH1A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ADH1C,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ADH4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ADH5,3,0,0,7,50,33,170,297,313,132,0,5,0,27,0,1,3,27,91,0,207,612,0,24,32,6,47,92,0,1,90,29,0,41,1,2
ADH6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0
ADHFE1,0,0,0,0,27,0,0,0,152,0,0,0,0,1,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
